Date,N1,N2,N3,N4,N5,PB
01/25/25,2,5,52,59,60,16
01/27/25,2,40,47,53,55,20
01/29/25,18,28,41,63,68,4
01/29/25,8,12,31,33,38,18
02/01/25,3,15,37,49,69,16
02/01/25,23,29,32,49,61,8
02/03/25,7,38,39,42,55,10
02/03/25,12,37,47,54,60,17
02/05/25,13,24,40,41,50,4
02/05/25,19,27,30,50,62,14
02/08/25,23,44,57,60,62,9
02/08/25,5,20,23,36,53,17
02/12/25,11,24,26,31,39,15
02/12/25,21,32,36,45,49,18
02/15/25,12,18,43,58,61,19
02/15/25,3,16,45,54,56,12
02/17/25,4,44,47,52,57,9
02/19/25,15,21,34,43,60,23
02/19/25,6,21,28,49,60,20
02/22/25,9,18,26,35,57,14
02/24/25,22,48,61,63,66,17
02/24/25,10,11,34,59,68,14
02/26/25,28,48,55,60,62,20
03/01/25,6,19,37,66,68,6
03/03/25,18,20,50,52,56,20
03/03/25,9,34,54,67,69,11
03/05/25,22,36,39,45,50,14
03/05/25,24,28,40,63,65,20
03/08/25,21,24,37,62,68,11
03/08/25,2,4,16,23,63,13
03/10/25,17,40,47,50,55,6
03/12/25,11,13,28,51,58,1
03/15/25,35,36,47,50,58,11
03/15/25,12,28,33,36,54,5
03/17/25,4,19,21,38,64,26
03/17/25,11,18,23,38,60,9
03/19/25,7,15,36,40,56,8
03/19/25,8,11,21,49,59,15
03/22/25,2,4,47,53,64,11
03/24/25,6,23,35,36,47,12
03/26/25,5,20,29,39,53,6
03/29/25,7,11,14,26,59,10
03/29/25,7,11,21,53,61,2
03/31/25,2,44,52,65,66,12
04/02/25,7,18,23,31,44,24
04/02/25,5,17,41,64,69,1
04/07/25,2,31,36,51,58,15
04/09/25,2,15,44,60,68,23
04/12/25,16,22,44,45,53,19
04/12/25,5,10,46,49,60,16
04/14/25,3,20,30,52,62,1
04/16/25,7,36,40,47,59,9
04/16/25,20,24,42,43,49,19
04/19/25,2,3,21,55,63,12
04/21/25,18,23,34,35,67,13
04/23/25,37,42,49,54,66,26
04/23/25,15,44,63,66,69,20
04/26/25,1,12,14,18,69,2
04/28/25,11,13,39,48,61,3
04/28/25,26,43,51,56,60,24
